Day,Endpoint,Method,Value
20,/price,PUT,2.4687780764698983
21,/price,PUT,2.468791311979294
22,/price,PUT,2.4687904196977617
23,/price,PUT,2.4687916094064715
24,/price,PUT,2.468794434964657
25,/price,PUT,2.4687938401103025
26,/price,PUT,2.468793096542359
27,/price,PUT,2.4687920555472376
28,/price,PUT,2.4687922042608266
29,/price,PUT,2.4687922042608266
30,/price,PUT,2.4687922042608266
31,/price,PUT,2.4687920555472376
32,/price,PUT,2.4687922042608266
33,/price,PUT,2.4687922042608266
34,/price,PUT,2.4687922042608266
35,/price,PUT,2.468792352974415
36,/price,PUT,2.4687922042608266
37,/price,PUT,2.4687922042608266
38,/price,PUT,2.4687922042608266
39,/price,PUT,2.468792352974415
40,/price,PUT,2.468792352974415
41,/price,PUT,2.4687922042608266
42,/price,PUT,2.4687922042608266
43,/price,PUT,2.4687922042608266
44,/price,PUT,2.4687922042608266
45,/price,PUT,2.4687922042608266
46,/price,PUT,2.4687922042608266
47,/price,PUT,2.4687922042608266
48,/price,PUT,2.4687922042608266
49,/price,PUT,2.4687922042608266
50,/price,PUT,2.468792352974415
51,/price,PUT,2.4687922042608266
52,/price,PUT,2.4687922042608266
53,/price,PUT,2.468792352974415
54,/price,PUT,2.4687922042608266
55,/price,PUT,2.468792352974415
56,/price,PUT,2.468792352974415
57,/price,PUT,2.4687922042608266
58,/price,PUT,2.4687922042608266
59,/price,PUT,2.4687922042608266
60,/price,PUT,2.4687922042608266
61,/price,PUT,2.468792352974415
62,/price,PUT,2.4687922042608266
63,/price,PUT,2.4687922042608266
64,/price,PUT,2.4687922042608266
65,/price,PUT,2.4687922042608266
66,/price,PUT,2.4687922042608266
67,/price,PUT,2.4687922042608266
68,/price,PUT,2.4687922042608266
69,/price,PUT,2.4687922042608266
70,/price,PUT,2.4687922042608266
71,/price,PUT,2.468792352974415
72,/price,PUT,2.4687920555472376
73,/price,PUT,2.4687922042608266
74,/price,PUT,2.4687922042608266
75,/price,PUT,2.468791906833649
76,/price,PUT,2.4687922042608266
77,/price,PUT,2.4687922042608266
78,/price,PUT,2.468792352974415
79,/price,PUT,2.4687922042608266
80,/price,PUT,2.4687922042608266
81,/price,PUT,2.4687922042608266
82,/price,PUT,2.4687922042608266
83,/price,PUT,2.468792352974415
84,/price,PUT,2.4687922042608266
85,/price,PUT,2.4687922042608266
86,/price,PUT,2.4687922042608266
87,/price,PUT,2.468792352974415
88,/price,PUT,2.4687922042608266
89,/price,PUT,2.4687922042608266
90,/price,PUT,2.468792352974415
91,/price,PUT,2.4687922042608266
92,/price,PUT,2.4687922042608266
93,/price,PUT,2.4687922042608266
94,/price,PUT,2.4687922042608266
95,/price,PUT,2.468792352974415
96,/price,PUT,2.4687922042608266
97,/price,PUT,2.4687922042608266
98,/price,PUT,2.4687922042608266
99,/price,PUT,2.4687922042608266
100,/price,PUT,2.4687922042608266
101,/price,PUT,2.4687922042608266
102,/price,PUT,2.4687922042608266
103,/price,PUT,2.4687922042608266
104,/price,PUT,2.4687922042608266
105,/price,PUT,2.4687922042608266
106,/price,PUT,2.4687922042608266
107,/price,PUT,2.4687922042608266
108,/price,PUT,2.4687922042608266
109,/price,PUT,2.4687922042608266
110,/price,PUT,2.4687922042608266
111,/price,PUT,2.4687922042608266
112,/price,PUT,2.4687922042608266
113,/price,PUT,2.4687922042608266
114,/price,PUT,2.4687922042608266
115,/price,PUT,2.4687922042608266
116,/price,PUT,2.4687922042608266
117,/price,PUT,2.4687922042608266
118,/price,PUT,2.468792352974415
119,/price,PUT,2.4687922042608266
120,/price,PUT,2.4687922042608266
121,/price,PUT,2.4687922042608266
122,/price,PUT,2.4687922042608266
123,/price,PUT,2.468792352974415
124,/price,PUT,2.468792352974415
125,/price,PUT,2.4687922042608266
126,/price,PUT,2.4687922042608266
127,/price,PUT,2.4687922042608266
128,/price,PUT,2.4687922042608266
129,/price,PUT,2.4687922042608266
130,/price,PUT,2.4687922042608266
131,/price,PUT,2.4687922042608266
132,/price,PUT,2.4687922042608266
133,/price,PUT,2.4687922042608266
134,/price,PUT,2.4687922042608266
135,/price,PUT,2.4687922042608266
136,/price,PUT,2.4687922042608266
137,/price,PUT,2.4687922042608266
138,/price,PUT,2.468792352974415
139,/price,PUT,2.468792352974415
140,/price,PUT,2.4687922042608266
141,/price,PUT,2.468792352974415
142,/price,PUT,2.468792352974415
143,/price,PUT,2.4687922042608266
144,/price,PUT,2.4687922042608266
145,/price,PUT,2.4687922042608266
146,/price,PUT,2.4687922042608266
147,/price,PUT,2.4687922042608266
148,/price,PUT,2.4687922042608266
149,/price,PUT,2.468792352974415
150,/price,PUT,2.468792352974415
151,/price,PUT,2.4687922042608266
152,/price,PUT,2.4687922042608266
153,/price,PUT,2.4687922042608266
154,/price,PUT,2.4687922042608266
155,/price,PUT,2.4687922042608266
156,/price,PUT,2.4687922042608266
157,/price,PUT,2.4687922042608266
158,/price,PUT,2.4687922042608266
159,/price,PUT,2.4687922042608266
160,/price,PUT,2.4687922042608266
161,/price,PUT,2.4687922042608266
162,/price,PUT,2.4687922042608266
163,/price,PUT,2.4687922042608266
164,/price,PUT,2.4687922042608266
165,/price,PUT,2.468792352974415
166,/price,PUT,2.468792352974415
167,/price,PUT,2.4687922042608266
168,/price,PUT,2.4687922042608266
169,/price,PUT,2.468792352974415
170,/price,PUT,2.4687922042608266
171,/price,PUT,2.4687922042608266
172,/price,PUT,2.468792352974415
173,/price,PUT,2.4687922042608266
174,/price,PUT,2.4687922042608266
175,/price,PUT,2.4687922042608266
176,/price,PUT,2.4687922042608266
177,/price,PUT,2.4687922042608266
178,/price,PUT,2.4687922042608266
179,/price,PUT,2.4687922042608266
1,/price,POST,2.3409621840715413
2,/price,POST,2.164307292103768
3,/price,POST,2.128165727257729
4,/price,POST,2.127206665873528
5,/price,POST,2.179294592738152
6,/price,POST,2.203846089243889
7,/price,POST,2.19956667482853
8,/price,POST,2.182958082556725
9,/price,POST,2.1773832970857625
10,/price,POST,2.1794263857603076
11,/price,POST,2.1812385398149496
12,/price,POST,2.1820079261064533
13,/price,POST,2.1821655434370046
14,/price,POST,2.1817024868726733
15,/price,POST,2.181489065289498
16,/price,POST,2.1815585237741475
17,/price,POST,2.1816561812162405
18,/price,POST,2.1817075330019002
19,/price,POST,2.1817027837038045
20,/price,POST,2.18168319284916
21,/price,POST,2.1816698354482655
22,/price,POST,2.1816677576303487
23,/price,POST,2.1816707259416583
24,/price,POST,2.1816742879152304
25,/price,POST,2.181674881577492
26,/price,POST,2.1816742879152304
27,/price,POST,2.1816736942529684
28,/price,POST,2.181673397421837
29,/price,POST,2.1816736942529684
30,/price,POST,2.1816736942529684
31,/price,POST,2.1816736942529684
32,/price,POST,2.1816736942529684
33,/price,POST,2.181673991084099
34,/price,POST,2.1816736942529684
35,/price,POST,2.1816736942529684
36,/price,POST,2.1816736942529684
37,/price,POST,2.1816736942529684
38,/price,POST,2.1816736942529684
39,/price,POST,2.1816736942529684
40,/price,POST,2.1816736942529684
41,/price,POST,2.181673991084099
42,/price,POST,2.1816736942529684
43,/price,POST,2.1816736942529684
44,/price,POST,2.1816736942529684
45,/price,POST,2.1816736942529684
46,/price,POST,2.1816736942529684
47,/price,POST,2.1816736942529684
48,/price,POST,2.1816736942529684
49,/price,POST,2.1816736942529684
50,/price,POST,2.1816736942529684
51,/price,POST,2.1816736942529684
52,/price,POST,2.1816736942529684
53,/price,POST,2.1816736942529684
54,/price,POST,2.1816736942529684
55,/price,POST,2.1816736942529684
56,/price,POST,2.1816736942529684
57,/price,POST,2.1816736942529684
58,/price,POST,2.1816736942529684
59,/price,POST,2.1816736942529684
60,/price,POST,2.1816736942529684
61,/price,POST,2.1816736942529684
62,/price,POST,2.1816736942529684
63,/price,POST,2.1816736942529684
64,/price,POST,2.181673991084099
65,/price,POST,2.1816736942529684
66,/price,POST,2.1816736942529684
67,/price,POST,2.1816736942529684
68,/price,POST,2.1816736942529684
69,/price,POST,2.1816736942529684
70,/price,POST,2.1816736942529684
71,/price,POST,2.1816736942529684
72,/price,POST,2.1816736942529684
73,/price,POST,2.1816736942529684
74,/price,POST,2.1816736942529684
75,/price,POST,2.1816736942529684
76,/price,POST,2.1816736942529684
77,/price,POST,2.1816736942529684
78,/price,POST,2.1816736942529684
79,/price,POST,2.1816736942529684
80,/price,POST,2.1816736942529684
81,/price,POST,2.1816736942529684
82,/price,POST,2.1816736942529684
83,/price,POST,2.1816736942529684
84,/price,POST,2.1816736942529684
85,/price,POST,2.1816736942529684
86,/price,POST,2.1816736942529684
87,/price,POST,2.181673991084099
88,/price,POST,2.1816736942529684
89,/price,POST,2.1816736942529684
90,/price,POST,2.1816736942529684
91,/price,POST,2.1816736942529684
92,/price,POST,2.1816736942529684
93,/price,POST,2.1816736942529684
94,/price,POST,2.1816736942529684
95,/price,POST,2.1816736942529684
96,/price,POST,2.1816736942529684
97,/price,POST,2.1816736942529684
98,/price,POST,2.1816736942529684
99,/price,POST,2.1816736942529684
100,/price,POST,2.1816736942529684
101,/price,POST,2.1816736942529684
102,/price,POST,2.1816736942529684
103,/price,POST,2.1816736942529684
104,/price,POST,2.1816736942529684
105,/price,POST,2.1816736942529684
106,/price,POST,2.1816736942529684
107,/price,POST,2.1816736942529684
108,/price,POST,2.1816736942529684
109,/price,POST,2.1816736942529684
110,/price,POST,2.181673991084099
111,/price,POST,2.1816736942529684
112,/price,POST,2.1816736942529684
113,/price,POST,2.1816736942529684
114,/price,POST,2.1816736942529684
115,/price,POST,2.1816736942529684
116,/price,POST,2.1816736942529684
117,/price,POST,2.1816736942529684
118,/price,POST,2.1816736942529684
119,/price,POST,2.1816736942529684
120,/price,POST,2.1816736942529684
121,/price,POST,2.1816736942529684
122,/price,POST,2.1816736942529684
123,/price,POST,2.1816736942529684
124,/price,POST,2.1816736942529684
125,/price,POST,2.1816736942529684
126,/price,POST,2.1816736942529684
127,/price,POST,2.1816736942529684
128,/price,POST,2.1816736942529684
129,/price,POST,2.1816736942529684
130,/price,POST,2.1816736942529684
131,/price,POST,2.1816736942529684
132,/price,POST,2.1816736942529684
133,/price,POST,2.181673991084099
134,/price,POST,2.1816736942529684
135,/price,POST,2.1816736942529684
136,/price,POST,2.1816736942529684
137,/price,POST,2.1816736942529684
138,/price,POST,2.1816736942529684
139,/price,POST,2.1816736942529684
140,/price,POST,2.1816736942529684
141,/price,POST,2.1816736942529684
142,/price,POST,2.1816736942529684
143,/price,POST,2.1816736942529684
144,/price,POST,2.1816736942529684
145,/price,POST,2.1816736942529684
146,/price,POST,2.1816736942529684
147,/price,POST,2.1816736942529684
148,/price,POST,2.1816736942529684
149,/price,POST,2.1816736942529684
150,/price,POST,2.1816736942529684
151,/price,POST,2.1816736942529684
152,/price,POST,2.1816736942529684
153,/price,POST,2.1816736942529684
154,/price,POST,2.1816736942529684
155,/price,POST,2.1816736942529684
156,/price,POST,2.181673991084099
157,/price,POST,2.1816736942529684
158,/price,POST,2.1816736942529684
159,/price,POST,2.1816736942529684
160,/price,POST,2.1816736942529684
161,/price,POST,2.1816736942529684
162,/price,POST,2.1816736942529684
163,/price,POST,2.1816736942529684
164,/price,POST,2.1816736942529684
165,/price,POST,2.1816736942529684
166,/price,POST,2.1816736942529684
167,/price,POST,2.1816736942529684
168,/price,POST,2.1816736942529684
169,/price,POST,2.1816736942529684
170,/price,POST,2.1816736942529684
171,/price,POST,2.1816736942529684
172,/price,POST,2.1816736942529684
173,/price,POST,2.1816736942529684
174,/price,POST,2.1816736942529684
175,/price,POST,2.1816736942529684
176,/price,POST,2.1816736942529684
177,/price,POST,2.1816736942529684
178,/price,POST,2.1816736942529684
179,/price,POST,2.181673991084099
1,/users,GET,2.496350914239884
2,/users,GET,2.5646009337902074
3,/users,GET,2.195845514237881
4,/users,GET,2.089652263522148
5,/users,GET,2.189236831068993
6,/users,GET,2.171039344072342
7,/users,GET,2.2232856994867327
8,/users,GET,2.2477386748790744
9,/users,GET,2.2555645787715912
10,/users,GET,2.250822548568249
11,/users,GET,2.2477441772818567
12,/users,GET,2.241926352977753
13,/users,GET,2.239619656503201
14,/users,GET,2.2413375958800317
15,/users,GET,2.2421416902542117
16,/users,GET,2.242613707184792
17,/users,GET,2.2429859372973446
18,/users,GET,2.242845402956009
19,/users,GET,2.24262084543705
20,/users,GET,2.24253637611866
21,/users,GET,2.2425049975514413
22,/users,GET,2.2425206124782564
23,/users,GET,2.2425634419918064
24,/users,GET,2.242587533593178
25,/users,GET,2.242587533593178
26,/users,GET,2.2425821799039842
27,/users,GET,2.2425759339332583
28,/users,GET,2.2425711750984196
29,/users,GET,2.242571323812008
30,/users,GET,2.242572067379952
31,/users,GET,2.2425728109478955
32,/users,GET,2.24257340580225
33,/users,GET,2.2425742980837824
34,/users,GET,2.242574000656605
35,/users,GET,2.242574000656605
36,/users,GET,2.2425738519430163
37,/users,GET,2.242574000656605
38,/users,GET,2.2425737032294277
39,/users,GET,2.2425735545158387
40,/users,GET,2.2425738519430163
41,/users,GET,2.2425738519430163
42,/users,GET,2.2425738519430163
43,/users,GET,2.2425738519430163
44,/users,GET,2.2425737032294277
45,/users,GET,2.2425738519430163
46,/users,GET,2.242574000656605
47,/users,GET,2.2425737032294277
48,/users,GET,2.242574000656605
49,/users,GET,2.2425738519430163
50,/users,GET,2.2425737032294277
51,/users,GET,2.2425738519430163
52,/users,GET,2.242574000656605
53,/users,GET,2.2425738519430163
54,/users,GET,2.2425738519430163
55,/users,GET,2.2425737032294277
56,/users,GET,2.2425737032294277
57,/users,GET,2.2425738519430163
58,/users,GET,2.242574000656605
59,/users,GET,2.2425737032294277
60,/users,GET,2.2425738519430163
61,/users,GET,2.242574000656605
62,/users,GET,2.2425738519430163
63,/users,GET,2.2425738519430163
64,/users,GET,2.2425738519430163
65,/users,GET,2.2425738519430163
66,/users,GET,2.2425738519430163
67,/users,GET,2.2425738519430163
68,/users,GET,2.2425738519430163
69,/users,GET,2.2425735545158387
70,/users,GET,2.2425737032294277
71,/users,GET,2.2425735545158387
72,/users,GET,2.2425738519430163
73,/users,GET,2.242574000656605
74,/users,GET,2.242574000656605
75,/users,GET,2.2425737032294277
76,/users,GET,2.2425738519430163
77,/users,GET,2.2425738519430163
78,/users,GET,2.2425738519430163
79,/users,GET,2.2425738519430163
80,/users,GET,2.2425738519430163
81,/users,GET,2.242574000656605
82,/users,GET,2.2425738519430163
83,/users,GET,2.2425738519430163
84,/users,GET,2.242574000656605
85,/users,GET,2.2425738519430163
86,/users,GET,2.242574000656605
87,/users,GET,2.242574000656605
88,/users,GET,2.2425738519430163
89,/users,GET,2.2425738519430163
90,/users,GET,2.242574000656605
91,/users,GET,2.2425735545158387
92,/users,GET,2.2425738519430163
93,/users,GET,2.2425738519430163
94,/users,GET,2.2425737032294277
95,/users,GET,2.2425738519430163
96,/users,GET,2.2425738519430163
97,/users,GET,2.2425738519430163
98,/users,GET,2.2425735545158387
99,/users,GET,2.2425738519430163
100,/users,GET,2.2425738519430163
101,/users,GET,2.2425738519430163
102,/users,GET,2.2425738519430163
103,/users,GET,2.242574000656605
104,/users,GET,2.242574000656605
105,/users,GET,2.242574000656605
106,/users,GET,2.242574000656605
107,/users,GET,2.2425738519430163
108,/users,GET,2.242574000656605
109,/users,GET,2.2425735545158387
110,/users,GET,2.2425735545158387
111,/users,GET,2.242574000656605
112,/users,GET,2.2425738519430163
113,/users,GET,2.2425735545158387
114,/users,GET,2.2425738519430163
115,/users,GET,2.2425738519430163
116,/users,GET,2.2425738519430163
117,/users,GET,2.2425738519430163
118,/users,GET,2.2425737032294277
119,/users,GET,2.2425738519430163
120,/users,GET,2.242574000656605
121,/users,GET,2.2425737032294277
122,/users,GET,2.2425738519430163
123,/users,GET,2.2425738519430163
124,/users,GET,2.2425738519430163
125,/users,GET,2.2425738519430163
126,/users,GET,2.2425737032294277
127,/users,GET,2.2425737032294277
128,/users,GET,2.242574000656605
129,/users,GET,2.242574000656605
130,/users,GET,2.2425738519430163
131,/users,GET,2.2425738519430163
132,/users,GET,2.242574000656605
133,/users,GET,2.2425738519430163
134,/users,GET,2.2425738519430163
135,/users,GET,2.2425738519430163
136,/users,GET,2.2425738519430163
137,/users,GET,2.2425738519430163
138,/users,GET,2.2425737032294277
139,/users,GET,2.2425738519430163
140,/users,GET,2.2425738519430163
141,/users,GET,2.2425738519430163
142,/users,GET,2.2425738519430163
143,/users,GET,2.2425738519430163
144,/users,GET,2.2425738519430163
145,/users,GET,2.242574000656605
146,/users,GET,2.242574000656605
147,/users,GET,2.2425735545158387
148,/users,GET,2.2425738519430163
149,/users,GET,2.2425738519430163
150,/users,GET,2.2425738519430163
151,/users,GET,2.2425738519430163
152,/users,GET,2.2425735545158387
153,/users,GET,2.2425738519430163
154,/users,GET,2.2425738519430163
155,/users,GET,2.2425738519430163
156,/users,GET,2.242574000656605
157,/users,GET,2.242574000656605
158,/users,GET,2.2425737032294277
159,/users,GET,2.2425738519430163
160,/users,GET,2.2425738519430163
161,/users,GET,2.2425738519430163
162,/users,GET,2.2425738519430163
163,/users,GET,2.2425738519430163
164,/users,GET,2.2425738519430163
165,/users,GET,2.2425738519430163
166,/users,GET,2.2425738519430163
167,/users,GET,2.2425738519430163
168,/users,GET,2.242574000656605
169,/users,GET,2.2425738519430163
170,/users,GET,2.2425737032294277
171,/users,GET,2.2425737032294277
172,/users,GET,2.242574000656605
173,/users,GET,2.2425737032294277
174,/users,GET,2.242574000656605
175,/users,GET,2.242574000656605
176,/users,GET,2.2425738519430163
177,/users,GET,2.2425738519430163
178,/users,GET,2.2425738519430163
179,/users,GET,2.2425738519430163
1,/users,PUT,2.1387791633605957
2,/users,PUT,2.3863667249679565
3,/users,PUT,2.105352282524109
4,/users,PUT,2.2587689757347107
5,/users,PUT,2.198355495929718
6,/users,PUT,2.1866118907928467
7,/users,PUT,2.1937328577041626
8,/users,PUT,2.1880030632019043
9,/users,PUT,2.1935319900512695
10,/users,PUT,2.188807725906372
11,/users,PUT,2.1894851326942444
12,/users,PUT,2.1902090311050415
13,/users,PUT,2.189722955226898
14,/users,PUT,2.190045118331909
15,/users,PUT,2.189907729625702
16,/users,PUT,2.1899640560150146
17,/users,PUT,2.1899831295013428
18,/users,PUT,2.189943790435791
19,/users,PUT,2.18996524810791
20,/users,PUT,2.189955711364746
21,/users,PUT,2.189958393573761
22,/users,PUT,2.189958691596985
23,/users,PUT,2.1899574995040894
24,/users,PUT,2.189958691596985
25,/users,PUT,2.189958095550537
26,/users,PUT,2.189958393573761
27,/users,PUT,2.189958095550537
28,/users,PUT,2.189958095550537
29,/users,PUT,2.189958095550537
30,/users,PUT,2.189958095550537
31,/users,PUT,2.189958095550537
32,/users,PUT,2.189958393573761
33,/users,PUT,2.189958393573761
34,/users,PUT,2.189958095550537
35,/users,PUT,2.189958095550537
36,/users,PUT,2.189958095550537
37,/users,PUT,2.189958095550537
38,/users,PUT,2.189958393573761
39,/users,PUT,2.189958095550537
40,/users,PUT,2.189958095550537
41,/users,PUT,2.189958095550537
42,/users,PUT,2.189958095550537
43,/users,PUT,2.189958095550537
44,/users,PUT,2.189958095550537
45,/users,PUT,2.189958095550537
46,/users,PUT,2.189958393573761
47,/users,PUT,2.189958095550537
48,/users,PUT,2.189958095550537
49,/users,PUT,2.189958095550537
50,/users,PUT,2.189958095550537
51,/users,PUT,2.189958393573761
52,/users,PUT,2.189958095550537
53,/users,PUT,2.189958095550537
54,/users,PUT,2.189958095550537
55,/users,PUT,2.189958095550537
56,/users,PUT,2.189958095550537
57,/users,PUT,2.189958095550537
58,/users,PUT,2.189958393573761
59,/users,PUT,2.189958095550537
60,/users,PUT,2.189958095550537
61,/users,PUT,2.189958095550537
62,/users,PUT,2.189958095550537
63,/users,PUT,2.189958095550537
64,/users,PUT,2.189958095550537
65,/users,PUT,2.189958095550537
66,/users,PUT,2.189958095550537
67,/users,PUT,2.189958095550537
68,/users,PUT,2.189958095550537
69,/users,PUT,2.189958095550537
70,/users,PUT,2.189958095550537
71,/users,PUT,2.189958095550537
72,/users,PUT,2.189958095550537
73,/users,PUT,2.189958095550537
74,/users,PUT,2.189958095550537
75,/users,PUT,2.189958095550537
76,/users,PUT,2.189958095550537
77,/users,PUT,2.189958095550537
78,/users,PUT,2.189958095550537
79,/users,PUT,2.189958393573761
80,/users,PUT,2.189958095550537
81,/users,PUT,2.189958095550537
82,/users,PUT,2.189958095550537
83,/users,PUT,2.189958095550537
84,/users,PUT,2.189958095550537
85,/users,PUT,2.189958095550537
86,/users,PUT,2.189958095550537
87,/users,PUT,2.189958095550537
88,/users,PUT,2.189958095550537
89,/users,PUT,2.189958095550537
90,/users,PUT,2.189958095550537
91,/users,PUT,2.189958095550537
92,/users,PUT,2.189958095550537
93,/users,PUT,2.189958095550537
94,/users,PUT,2.189958095550537
95,/users,PUT,2.189958095550537
96,/users,PUT,2.189958095550537
97,/users,PUT,2.189958095550537
98,/users,PUT,2.189958095550537
99,/users,PUT,2.189958095550537
100,/users,PUT,2.189958095550537
101,/users,PUT,2.189958095550537
102,/users,PUT,2.189958095550537
103,/users,PUT,2.189958095550537
