Day,Type,Value
112,Disk,44.76666986942291
113,Disk,44.76666986942291
114,Disk,44.76666986942291
115,Disk,44.76666986942291
116,Disk,44.76666986942291
117,Disk,44.76666986942291
118,Disk,44.76666986942291
119,Disk,44.76666986942291
120,Disk,44.76666986942291
121,Disk,44.76666986942291
122,Disk,44.76666986942291
123,Disk,44.76666986942291
124,Disk,44.76666986942291
125,Disk,44.76666986942291
126,Disk,44.76666986942291
127,Disk,44.76666986942291
128,Disk,44.76666986942291
129,Disk,44.76666986942291
130,Disk,44.76666986942291
131,Disk,44.76666986942291
132,Disk,44.76666986942291
133,Disk,44.76666986942291
134,Disk,44.76666986942291
135,Disk,44.76666986942291
136,Disk,44.76666986942291
137,Disk,44.76666986942291
138,Disk,44.76666986942291
139,Disk,44.76666986942291
140,Disk,44.76666986942291
141,Disk,44.76666986942291
142,Disk,44.76666986942291
143,Disk,44.76666986942291
144,Disk,44.76666986942291
145,Disk,44.76666986942291
146,Disk,44.76666986942291
147,Disk,44.76666986942291
148,Disk,44.76666986942291
149,Disk,44.76666986942291
150,Disk,44.76666986942291
151,Disk,44.76666986942291
152,Disk,44.76666986942291
153,Disk,44.76666986942291
154,Disk,44.76666986942291
155,Disk,44.76666986942291
156,Disk,44.76666986942291
157,Disk,44.76666986942291
158,Disk,44.76666986942291
159,Disk,44.76666986942291
160,Disk,44.76666986942291
161,Disk,44.76666986942291
162,Disk,44.76666986942291
163,Disk,44.76666986942291
164,Disk,44.76666986942291
165,Disk,44.76666986942291
166,Disk,44.76666986942291
167,Disk,44.76666986942291
168,Disk,44.76666986942291
169,Disk,44.76666986942291
170,Disk,44.76666986942291
171,Disk,44.76666986942291
172,Disk,44.76666986942291
173,Disk,44.76666986942291
174,Disk,44.76666986942291
175,Disk,44.76666986942291
176,Disk,44.76666986942291
177,Disk,44.76666986942291
178,Disk,44.76666986942291
179,Disk,44.76666986942291
1,Memory,50.437878519296646
2,Memory,52.175879925489426
3,Memory,51.40219837427139
4,Memory,50.46460375189781
5,Memory,51.14008590579033
6,Memory,51.186499148607254
7,Memory,51.321918815374374
8,Memory,51.13286882638931
9,Memory,51.119724065065384
10,Memory,51.17430433630943
11,Memory,51.18660554289818
12,Memory,51.18272975087166
13,Memory,51.163887828588486
14,Memory,51.1679308116436
15,Memory,51.17163434624672
16,Memory,51.17452725768089
17,Memory,51.17212325334549
18,Memory,51.170960515737534
19,Memory,51.1712746322155
20,Memory,51.17189273238182
21,Memory,51.1719636619091
22,Memory,51.171733140945435
23,Memory,51.17164447903633
24,Memory,51.17169260978699
25,Memory,51.171750873327255
26,Memory,51.171750873327255
27,Memory,51.17172807455063
28,Memory,51.17171794176102
29,Memory,51.171725541353226
30,Memory,51.171733140945435
31,Memory,51.171733140945435
32,Memory,51.171725541353226
33,Memory,51.17172807455063
34,Memory,51.17173060774803
35,Memory,51.17173060774803
36,Memory,51.17172807455063
37,Memory,51.171725541353226
38,Memory,51.171725541353226
39,Memory,51.17173060774803
40,Memory,51.17173060774803
41,Memory,51.171725541353226
42,Memory,51.171725541353226
43,Memory,51.17173060774803
44,Memory,51.17173060774803
45,Memory,51.17172807455063
46,Memory,51.171725541353226
47,Memory,51.17173060774803
48,Memory,51.17173060774803
49,Memory,51.17173060774803
50,Memory,51.17172807455063
51,Memory,51.17173060774803
52,Memory,51.17172807455063
53,Memory,51.171725541353226
54,Memory,51.17173060774803
55,Memory,51.17173060774803
56,Memory,51.17172807455063
57,Memory,51.17172807455063
58,Memory,51.17173060774803
59,Memory,51.171725541353226
60,Memory,51.171725541353226
61,Memory,51.171725541353226
62,Memory,51.17173060774803
63,Memory,51.171725541353226
64,Memory,51.17173060774803
65,Memory,51.171725541353226
66,Memory,51.17173060774803
67,Memory,51.17173060774803
68,Memory,51.17172807455063
69,Memory,51.17173060774803
70,Memory,51.17172807455063
71,Memory,51.17172807455063
72,Memory,51.17172807455063
73,Memory,51.17172807455063
74,Memory,51.17172807455063
75,Memory,51.171725541353226
76,Memory,51.17172807455063
77,Memory,51.17172807455063
78,Memory,51.17173060774803
79,Memory,51.17173060774803
80,Memory,51.17172807455063
81,Memory,51.17172807455063
82,Memory,51.17173060774803
83,Memory,51.17172807455063
84,Memory,51.17173060774803
85,Memory,51.17173060774803
86,Memory,51.17173060774803
87,Memory,51.17173060774803
88,Memory,51.17173060774803
89,Memory,51.17173060774803
90,Memory,51.171725541353226
91,Memory,51.17172807455063
92,Memory,51.17172807455063
93,Memory,51.17173060774803
94,Memory,51.17173060774803
95,Memory,51.171725541353226
96,Memory,51.171725541353226
97,Memory,51.17172807455063
98,Memory,51.17173060774803
99,Memory,51.17172807455063
100,Memory,51.171725541353226
101,Memory,51.17172807455063
102,Memory,51.17173060774803
103,Memory,51.17173060774803
104,Memory,51.17173060774803
105,Memory,51.17172807455063
106,Memory,51.17173060774803
107,Memory,51.171733140945435
108,Memory,51.17172807455063
109,Memory,51.17173060774803
110,Memory,51.17173060774803
111,Memory,51.17173060774803
112,Memory,51.17173060774803
113,Memory,51.171725541353226
114,Memory,51.17173060774803
115,Memory,51.17172807455063
116,Memory,51.171725541353226
117,Memory,51.171725541353226
118,Memory,51.171733140945435
119,Memory,51.17172807455063
120,Memory,51.171725541353226
121,Memory,51.17173060774803
122,Memory,51.171733140945435
123,Memory,51.171725541353226
124,Memory,51.17172807455063
125,Memory,51.17173060774803
126,Memory,51.171725541353226
127,Memory,51.171725541353226
128,Memory,51.17172807455063
129,Memory,51.17172807455063
130,Memory,51.171725541353226
131,Memory,51.171725541353226
132,Memory,51.171725541353226
133,Memory,51.17172807455063
134,Memory,51.17173060774803
135,Memory,51.171725541353226
136,Memory,51.17172807455063
137,Memory,51.17173060774803
138,Memory,51.171725541353226
139,Memory,51.171725541353226
140,Memory,51.17173060774803
141,Memory,51.171725541353226
142,Memory,51.17172807455063
143,Memory,51.17173060774803
144,Memory,51.171725541353226
145,Memory,51.17173060774803
146,Memory,51.171725541353226
147,Memory,51.17172807455063
148,Memory,51.17173060774803
149,Memory,51.17173060774803
150,Memory,51.171725541353226
151,Memory,51.171725541353226
152,Memory,51.17173060774803
153,Memory,51.17173060774803
154,Memory,51.17172807455063
155,Memory,51.171725541353226
156,Memory,51.171725541353226
157,Memory,51.171725541353226
158,Memory,51.17172807455063
159,Memory,51.171725541353226
160,Memory,51.171725541353226
161,Memory,51.171725541353226
162,Memory,51.171725541353226
163,Memory,51.17173060774803
164,Memory,51.17172807455063
165,Memory,51.17172807455063
166,Memory,51.171725541353226
167,Memory,51.17173060774803
168,Memory,51.17173060774803
169,Memory,51.171725541353226
170,Memory,51.17172807455063
171,Memory,51.171725541353226
172,Memory,51.17172807455063
173,Memory,51.17173060774803
174,Memory,51.17173060774803
175,Memory,51.171725541353226
176,Memory,51.17173060774803
177,Memory,51.17172807455063
178,Memory,51.171725541353226
179,Memory,51.171725541353226
1,Network,40.85428762435913
2,Network,40.195429891347885
3,Network,40.57649862766266
4,Network,40.59995770454407
5,Network,40.31747171282768
6,Network,40.61455488204956
7,Network,40.5260488986969
8,Network,40.54938554763794
9,Network,40.56515049934387
10,Network,40.54852855205536
11,Network,40.56343650817871
12,Network,40.55956590175629
13,Network,40.558727741241455
14,Network,40.559584736824036
15,Network,40.559208035469055
16,Network,40.55936813354492
17,Network,40.55924570560455
18,Network,40.55934929847717
19,Network,40.559330463409424
20,Network,40.559292793273926
21,Network,40.559292793273926
22,Network,40.559292793273926
23,Network,40.559311628341675
24,Network,40.5593022108078
25,Network,40.5593022108078
26,Network,40.5593022108078
27,Network,40.5593022108078
28,Network,40.5593022108078
29,Network,40.5593022108078
30,Network,40.5593022108078
31,Network,40.5593022108078
32,Network,40.5593022108078
33,Network,40.5593022108078
34,Network,40.5593022108078
35,Network,40.5593022108078
36,Network,40.5593022108078
37,Network,40.5593022108078
38,Network,40.5593022108078
39,Network,40.5593022108078
40,Network,40.5593022108078
41,Network,40.5593022108078
42,Network,40.5593022108078
43,Network,40.5593022108078
44,Network,40.5593022108078
45,Network,40.5593022108078
46,Network,40.5593022108078
47,Network,40.5593022108078
48,Network,40.5593022108078
49,Network,40.5593022108078
50,Network,40.5593022108078
51,Network,40.5593022108078
52,Network,40.5593022108078
53,Network,40.5593022108078
54,Network,40.5593022108078
55,Network,40.5593022108078
56,Network,40.5593022108078
57,Network,40.5593022108078
58,Network,40.5593022108078
59,Network,40.5593022108078
60,Network,40.5593022108078
61,Network,40.5593022108078
62,Network,40.5593022108078
63,Network,40.5593022108078
64,Network,40.5593022108078
65,Network,40.5593022108078
66,Network,40.5593022108078
67,Network,40.5593022108078
68,Network,40.5593022108078
69,Network,40.5593022108078
70,Network,40.5593022108078
71,Network,40.5593022108078
72,Network,40.5593022108078
73,Network,40.5593022108078
74,Network,40.5593022108078
75,Network,40.5593022108078
76,Network,40.5593022108078
77,Network,40.5593022108078
78,Network,40.5593022108078
79,Network,40.5593022108078
80,Network,40.5593022108078
81,Network,40.5593022108078
82,Network,40.5593022108078
83,Network,40.5593022108078
84,Network,40.5593022108078
85,Network,40.5593022108078
86,Network,40.5593022108078
87,Network,40.5593022108078
88,Network,40.5593022108078
89,Network,40.5593022108078
90,Network,40.5593022108078
91,Network,40.5593022108078
92,Network,40.5593022108078
93,Network,40.5593022108078
94,Network,40.5593022108078
95,Network,40.5593022108078
96,Network,40.5593022108078
97,Network,40.5593022108078
98,Network,40.5593022108078
99,Network,40.5593022108078
100,Network,40.5593022108078
101,Network,40.5593022108078
102,Network,40.5593022108078
103,Network,40.5593022108078
104,Network,40.5593022108078
105,Network,40.5593022108078
106,Network,40.5593022108078
107,Network,40.5593022108078
108,Network,40.5593022108078
109,Network,40.5593022108078
110,Network,40.5593022108078
111,Network,40.5593022108078
112,Network,40.5593022108078
113,Network,40.5593022108078
114,Network,40.5593022108078
115,Network,40.5593022108078
116,Network,40.5593022108078
117,Network,40.5593022108078
118,Network,40.5593022108078
119,Network,40.5593022108078
120,Network,40.5593022108078
121,Network,40.5593022108078
122,Network,40.5593022108078
123,Network,40.5593022108078
124,Network,40.5593022108078
125,Network,40.5593022108078
126,Network,40.5593022108078
127,Network,40.5593022108078
128,Network,40.5593022108078
129,Network,40.5593022108078
130,Network,40.5593022108078
131,Network,40.5593022108078
132,Network,40.5593022108078
133,Network,40.5593022108078
134,Network,40.5593022108078
135,Network,40.5593022108078
136,Network,40.5593022108078
137,Network,40.5593022108078
138,Network,40.5593022108078
139,Network,40.5593022108078
140,Network,40.5593022108078
141,Network,40.5593022108078
142,Network,40.5593022108078
143,Network,40.5593022108078
144,Network,40.5593022108078
145,Network,40.5593022108078
146,Network,40.5593022108078
147,Network,40.5593022108078
148,Network,40.5593022108078
149,Network,40.5593022108078
150,Network,40.5593022108078
151,Network,40.5593022108078
152,Network,40.5593022108078
153,Network,40.5593022108078
154,Network,40.5593022108078
155,Network,40.5593022108078
156,Network,40.5593022108078
157,Network,40.5593022108078
158,Network,40.5593022108078
159,Network,40.5593022108078
160,Network,40.5593022108078
161,Network,40.5593022108078
162,Network,40.5593022108078
163,Network,40.5593022108078
164,Network,40.5593022108078
165,Network,40.5593022108078
166,Network,40.5593022108078
167,Network,40.5593022108078
168,Network,40.5593022108078
169,Network,40.5593022108078
170,Network,40.5593022108078
171,Network,40.5593022108078
172,Network,40.5593022108078
173,Network,40.5593022108078
174,Network,40.5593022108078
175,Network,40.5593022108078
176,Network,40.5593022108078
177,Network,40.5593022108078
178,Network,40.5593022108078
179,Network,40.5593022108078
